count,city,number_of_veterans,male_population,foreign_born,average_household_size,median_age,state,race,total_population,state_code,female_population
4202,Eau Claire,3261,32327,2833,2.4,32.0,Wisconsin,Asian,67433,WI,35106
8499,Laguna Niguel,2648,30193,12571,2.58,45.8,California,Asian,65812,CA,35619
19395,Kennewick,5158,38492,8376,2.7800000000000002,32.0,Washington,Hispanic or Latino,78903,WA,40411
2811,Sterling Heights,6970,64985,34313,2.66,39.6,Michigan,Hispanic or Latino,132062,MI,67077
2813,Joliet,7353,70863,22409,3.13,33.1,Illinois,Asian,150025,IL,79162
40507,Garland,10407,116406,62975,3.12,34.5,Texas,Black or African-American,236836,TX,120430
17784,College Station,2471,54125,16145,2.52,22.9,Texas,Hispanic or Latino,107899,TX,53774
358,Canton,3404,34476,2204,2.32,33.4,Ohio,American Indian and Alaska Native,71895,OH,37419
36333,Peoria,6634,56229,7517,2.4,33.1,Illinois,Black or African-American,118661,IL,62432
107148,Rockford,8894,71076,18323,2.52,36.3,Illinois,White,149346,IL,78270
4729,Bk,4048,50405,32435,2.52,37.0,California,Black or African-American,105314,CA,54909
374,Somerville,2103,41028,22292,2.43,31.0,Massachusetts,American Indian and Alaska Native,80334,MA,39306
1857,Denton,6352,62478,18451,2.66,28.7,Texas,American Indian and Alaska Native,131047,TX,68569
72180,Miami Beach,2265,48090,49908,2.1,42.5,Florida,White,92311,FL,44221
19417,Modesto,9855,104852,39613,2.969999999999999,35.2,California,Asian,211257,CA,106405
1345,Southfield,4035,31369,4011,2.27,41.6,Michigan,Asian,73177,MI,41808
64386,Portland,29940,313516,86041,2.43,36.7,Oregon,Asian,632187,OR,318671
23355,Westminster,6512,54866,11361,2.63,37.8,Colorado,Hispanic or Latino,113117,CO,58251
4860,North Little Rock,4130,31671,2787,2.62,33.6,Arkansas,Hispanic or Latino,66506,AR,34835
73608,Yonkers,4801,96580,61247,2.8,38.0,New York,Hispanic or Latino,201118,NY,104538
4606,Atlanta,18572,223960,32016,2.15,33.8,Georgia,American Indian and Alaska Native,463875,GA,239915
79538,Toms River,5042,43864,6852,2.71,43.7,New Jersey,White,87750,NJ,43886
71463,Sunnyvale,3900,79480,71441,2.74,35.7,California,White,151760,CA,72280
18441,Cambridge,2495,55421,27757,2.06,31.5,Massachusetts,Asian,110402,MA,54981
45059,Spring Valley,10644,96808,61072,2.79,37.0,Nevada,Asian,193955,NV,97147
414,Wilmington,3063,32680,3336,2.45,36.4,Delaware,American Indian and Alaska Native,71957,DE,39277
74698,Edinburg,2409,39422,16569,3.31,29.3,Texas,Hispanic or Latino,84501,TX,45079
3567,Fargo,6154,60560,9428,2.18,30.7,North Dakota,Hispanic or Latino,119250,ND,58690
146718,Glendale,4448,98181,111510,2.69,42.1,California,White,201025,CA,102844
1813,Abilene,9367,65212,8129,2.64,31.3,Texas,American Indian and Alaska Native,125876,TX,60664
6626,Richmond,12538,104793,15741,2.29,33.6,Virginia,Asian,220289,VA,115496
930,Bismarck,4145,34675,2064,2.11,38.0,North Dakota,Asian,70240,ND,35565
10027,Lawton,11572,51099,6123,2.719999999999999,31.1,Oklahoma,American Indian and Alaska Native,96659,OK,45560
33122,Rockford,8894,71076,18323,2.52,36.3,Illinois,Black or African-American,149346,IL,78270
1593,Poinciana,2933,38142,14349,3.93,34.2,Florida,American Indian and Alaska Native,73943,FL,35801
29594,Fremont,4629,114383,109427,3.12,38.3,California,Hispanic or Latino,232191,CA,117808
2112,Redding,6926,42530,5181,2.42,38.8,California,Black or African-American,91579,CA,49049
17093,Frisco,6297,73989,30913,3.05,37.2,Texas,Hispanic or Latino,154388,TX,80399
400,Johnson City,5038,31019,2878,2.18,38.2,Tennessee,American Indian and Alaska Native,65369,TN,34350
69369,Arden-Arcade,6511,47596,13458,2.18,41.5,California,White,96276,CA,48680
2027,San Tan Valley,4300,40429,5757,3.44,31.3,Arizona,Black or African-American,82797,AZ,42368
4104,Provo,2177,56231,10925,3.2800000000000002,23.6,Utah,Asian,115258,UT,59027
1428,Deerfield Beach,3882,37155,23642,2.46,41.4,Florida,Asian,79769,FL,42614
8127,Newport Beach,4847,43161,15318,2.4,46.8,California,Hispanic or Latino,87131,CA,43970
37168,Alexandria,10635,74989,44030,2.2,36.6,Virginia,Black or African-American,153511,VA,78522
662,Portland,3666,31480,9229,2.13,40.3,Maine,American Indian and Alaska Native,66872,ME,35392
116211,East Los Angeles,1101,60460,49575,3.75,32.6,California,Hispanic or Latino,119666,CA,59206
96357,Warren,7806,64063,18822,2.45,43.2,Michigan,White,135356,MI,71293
325651,Fresno,18410,256130,103453,3.12,30.0,California,White,520072,CA,263942
58293,Auburn,5401,36837,14842,2.73,37.1,Washington,White,76580,WA,39743
51123,Kissimmee,2449,33283,16879,3.01,36.7,Florida,White,69152,FL,35869
11446,Grand Prairie,7073,90811,44888,3.18,33.1,Texas,Asian,187755,TX,96944
114140,Chattanooga,10001,83640,10599,2.4,36.6,Tennessee,White,176597,TN,92957
57480,Conroe,4871,34907,13839,2.65,31.5,Texas,White,68592,TX,33685
12900,Ontario,4816,85059,48557,3.52,31.0,California,Black or African-American,171200,CA,86141
15666,Newton,1814,41985,21692,2.71,42.3,Massachusetts,Asian,88809,MA,46824
5711,Frederick,3870,33146,14211,2.48,36.1,Maryland,Asian,69482,MD,36336
107322,Visalia,5547,63695,20779,3.11,32.6,California,White,130094,CA,66399
104626,Clarksville,20803,75029,8211,2.64,29.7,Tennessee,White,149190,TN,74161
4252,Kennewick,5158,38492,8376,2.7800000000000002,32.0,Washington,Asian,78903,WA,40411
1993,Pasadena,5735,78827,38072,2.95,31.5,Texas,American Indian and Alaska Native,153786,TX,74959
2406,Saint George,4443,38732,4824,2.81,37.3,Utah,American Indian and Alaska Native,80207,UT,41475
5500,Rockford,8894,71076,18323,2.52,36.3,Illinois,Asian,149346,IL,78270
11005,Davie,4655,48754,26532,2.719999999999999,40.8,Florida,Black or African-American,100894,FL,52140
12369,Clearwater,10631,55225,17686,2.4,47.0,Florida,Black or African-American,112979,FL,57754
1536,Port Saint Lucie,12416,84069,34003,2.91,42.1,Florida,American Indian and Alaska Native,179410,FL,95341
14931,Pittsburg,2109,33309,21043,3.15,34.5,California,Black or African-American,69427,CA,36118
2116,Savannah,9717,69389,10355,2.5700000000000003,30.3,Georgia,American Indian and Alaska Native,145684,GA,76295
14294,Medford,6632,39606,6185,2.65,38.6,Oregon,Hispanic or Latino,79795,OR,40189
5295,North Richland Hills,5175,35257,7854,2.64,39.9,Texas,Asian,69205,TX,33948
20272,Skokie,1066,31382,27424,2.7800000000000002,43.4,Illinois,Asian,64819,IL,33437
20590,Missouri City,4274,34932,18556,3.03,37.2,Texas,White,71778,TX,36846
46767,Miramar,3077,66157,57179,3.41,36.6,Florida,Hispanic or Latino,137115,FL,70958
3362,Cincinnati,13699,143654,16896,2.08,32.7,Ohio,American Indian and Alaska Native,298537,OH,154883
13207,Union City,1440,38599,32752,3.46,38.5,California,Hispanic or Latino,74510,CA,35911
1211,West Jordan,3577,57898,11492,3.46,30.8,Utah,American Indian and Alaska Native,111942,UT,54044
17564,Evansville,9063,57198,3169,2.25,38.0,Indiana,Black or African-American,117679,IN,60481
6066,Billings,9121,52705,3206,2.4,36.3,Montana,American Indian and Alaska Native,110270,MT,57565
2427,The Woodlands,8351,56083,21188,2.93,38.8,Texas,American Indian and Alaska Native,119144,TX,63061
1622,Town 'n' Country,4534,39410,22135,2.61,38.1,Florida,American Indian and Alaska Native,78996,FL,39586
63948,Lawton,11572,51099,6123,2.719999999999999,31.1,Oklahoma,White,96659,OK,45560
348,Rochester Hills,3053,36356,13708,2.66,41.2,Michigan,American Indian and Alaska Native,73432,MI,37076
24846,Longmont,4925,43941,10424,2.63,36.8,Colorado,Hispanic or Latino,92221,CO,48280
504,Suffolk,10114,43048,2829,2.719999999999999,38.2,Virginia,American Indian and Alaska Native,88161,VA,45113
78711,Colorado Springs,49291,225544,35320,2.48,34.8,Colorado,Hispanic or Latino,456562,CO,231018
31706,Carson,4273,43790,33860,3.7,40.4,California,Asian,93296,CA,49506
16948,Lewisville,4211,52776,24865,2.7800000000000002,31.6,Texas,Black or African-American,104808,TX,52032
1584,Portsmouth,10261,45900,1815,2.54,33.6,Virginia,American Indian and Alaska Native,96201,VA,50301
105871,Pasadena,5735,78827,38072,2.95,31.5,Texas,Hispanic or Latino,153786,TX,74959
1237,Santa Maria,2876,53320,39192,3.83,30.1,California,Black or African-American,105082,CA,51762
1675,Lehigh Acres,5551,57856,31880,3.55,34.3,Florida,American Indian and Alaska Native,119480,FL,61624
37944,Town 'n' Country,4534,39410,22135,2.61,38.1,Florida,Hispanic or Latino,78996,FL,39586
12948,Chino,4186,50989,18666,3.62,36.5,California,Asian,85599,CA,34610
2569,Mount Pleasant,3981,39429,4701,2.5300000000000002,42.7,South Carolina,Hispanic or Latino,81309,SC,41880
3539,Suffolk,10114,43048,2829,2.719999999999999,38.2,Virginia,Hispanic or Latino,88161,VA,45113
1560,Santa Barbara,4518,45068,19441,2.51,37.8,California,American Indian and Alaska Native,91852,CA,46784
59839,Iowa City,2047,37089,9202,2.36,25.5,Iowa,White,74227,IA,37138
2716,Saint Petersburg,20247,123524,28567,2.42,41.8,Florida,American Indian and Alaska Native,257088,FL,133564
633,Schaumburg,2019,35971,24614,2.719999999999999,36.9,Illinois,American Indian and Alaska Native,75811,IL,39840
31552,Manteca,3936,37053,13942,3.25,35.3,California,Hispanic or Latino,75450,CA,38397
157985,Birmingham,13212,102122,8258,2.21,35.6,Alabama,Black or African-American,214911,AL,112789
1336,Spokane Valley,7984,49933,4199,2.39,36.0,Washington,Asian,94908,WA,44975
24673,Aurora,25158,177899,65816,2.8200000000000003,34.2,Colorado,Asian,358870,CO,180971
17370,Rockville,1990,31205,25047,2.6,38.1,Maryland,Asian,66998,MD,35793
15458,Roswell,3325,48637,16501,2.7,38.8,Georgia,Black or African-American,94496,GA,45859
2304,Knoxville,10897,89978,10285,2.21,33.1,Tennessee,American Indian and Alaska Native,185312,TN,95334
35164,San Marcos,5189,45246,21558,3.13,35.4,California,Hispanic or Latino,92934,CA,47688
26778,Vallejo,8103,58379,30592,2.83,37.8,California,Black or African-American,121269,CA,62890
324034,San Francisco,26276,439752,297199,2.37,38.3,California,Asian,864816,CA,425064
10482,Muncie,2968,32446,1062,2.35,27.4,Indiana,Black or African-American,69701,IN,37255
56753,Mesquite,6438,69240,26755,2.96,34.6,Texas,Hispanic or Latino,145124,TX,75884
38674,Rio Rancho,8527,47251,5200,2.86,38.3,New Mexico,Hispanic or Latino,94155,NM,46904
72288,Denver,29363,341137,113222,2.33,34.1,Colorado,Black or African-American,682545,CO,341408
1916,Provo,2177,56231,10925,3.2800000000000002,23.6,Utah,American Indian and Alaska Native,115258,UT,59027
7513,Hampton,19638,66214,6204,2.48,35.5,Virginia,Hispanic or Latino,136454,VA,70240
1500,Birmingham,13212,102122,8258,2.21,35.6,Alabama,Asian,214911,AL,112789
92874,Greeley,4294,50792,11480,2.75,31.0,Colorado,White,100883,CO,50091
40374,Spring Valley,10644,96808,61072,2.79,37.0,Nevada,Hispanic or Latino,193955,NV,97147
16074,Tustin,2434,39511,25034,3.27,33.4,California,Asian,80563,CA,41052
2087,Springfield,5723,74744,16226,2.81,31.8,Massachusetts,American Indian and Alaska Native,154336,MA,79592
46319,Fort Wayne,13539,124815,19146,2.45,34.7,Indiana,Black or African-American,258144,IN,133329
5813,Santa Ana,4735,167503,152999,4.58,30.8,California,Black or African-American,335423,CA,167920
2010,Dayton,8465,66631,7381,2.26,32.8,Ohio,American Indian and Alaska Native,140597,OH,73966
1007,Redondo Beach,3014,34855,13536,2.34,43.0,California,American Indian and Alaska Native,68185,CA,33330
4864,Shawnee,3575,32313,4136,2.64,40.1,Kansas,Hispanic or Latino,65058,KS,32745
23409,Bethlehem,4704,35861,6295,2.46,35.1,Pennsylvania,Hispanic or Latino,74367,PA,38506
52717,Pasadena,4618,67712,40779,2.63,37.6,California,Hispanic or Latino,142246,CA,74534
7140,Somerville,2103,41028,22292,2.43,31.0,Massachusetts,Black or African-American,80334,MA,39306
203,Muncie,2968,32446,1062,2.35,27.4,Indiana,American Indian and Alaska Native,69701,IN,37255
7915,Sparks,7315,47780,15690,2.63,36.1,Nevada,Asian,96098,NV,48318
1732,Compton,897,49264,30660,4.08,30.1,California,Asian,98448,CA,49184
66525,Jurupa Valley,3833,49430,25338,3.87,33.8,California,Hispanic or Latino,100314,CA,50884
361,Buena Park,3116,41593,28430,3.55,35.7,California,American Indian and Alaska Native,83264,CA,41671
2915,Tampa,20636,175517,58795,2.47,35.3,Florida,American Indian and Alaska Native,369028,FL,193511
115958,Midland,5753,66595,17061,2.7800000000000002,32.1,Texas,White,132950,TX,66355
74551,Rialto,2036,49902,32741,3.83,31.6,California,White,103137,CA,53235
3866,Pomona,3251,74945,53879,3.63,32.1,California,American Indian and Alaska Native,153252,CA,78307
28595,Arlington,12719,113981,55205,2.19,34.4,Virginia,Asian,229164,VA,115183
2031,Portland,3666,31480,9229,2.13,40.3,Maine,Hispanic or Latino,66872,ME,35392
1264,Kenosha,6238,49349,7443,2.55,36.3,Wisconsin,American Indian and Alaska Native,99856,WI,50507
20014,Racine,4650,39314,4403,2.56,33.7,Wisconsin,Black or African-American,77737,WI,38423
2449,Greeley,4294,50792,11480,2.75,31.0,Colorado,American Indian and Alaska Native,100883,CO,50091
66782,Garden Grove,4316,86779,80677,3.66,37.8,California,White,175384,CA,88605
60997,Longview,5512,40065,8782,2.55,36.8,Texas,White,81590,TX,41525
2019,Sparks,7315,47780,15690,2.63,36.1,Nevada,American Indian and Alaska Native,96098,NV,48318
545988,Detroit,29511,319265,39861,2.6,34.8,Michigan,Black or African-American,677124,MI,357859
1615,Temple,7333,33512,3968,2.59,33.6,Texas,American Indian and Alaska Native,72297,TX,38785
16397,Mountain View,1376,42493,31857,2.46,33.5,California,Hispanic or Latino,80438,CA,37945
6318,Omaha,24503,218789,48263,2.47,34.2,Nebraska,American Indian and Alaska Native,443887,NE,225098
18772,Kenosha,6238,49349,7443,2.55,36.3,Wisconsin,Hispanic or Latino,99856,WI,50507
13159,Athens-Clarke County unified government,3953,57415,12868,2.44,26.5,Georgia,Hispanic or Latino,122563,GA,65148
205512,Scottsdale,16798,115712,27207,2.17,46.9,Arizona,White,236844,AZ,121132
6256,Scranton,5059,37975,8069,2.39,38.5,Pennsylvania,Black or African-American,77112,PA,39137
53174,Union City,705,35376,40553,2.85,35.4,New Jersey,Hispanic or Latino,69149,NJ,33773
2297,New Britain,2219,37350,15080,2.52,33.4,Connecticut,Asian,72809,CT,35459
4561,El Cajon,7103,54450,31865,3.14,32.7,California,Asian,103688,CA,49238
17769,Kenner,2485,33993,12352,2.5700000000000003,36.9,Louisiana,Hispanic or Latino,67106,LA,33113
59176,Allen,5691,60626,19652,2.67,33.5,Pennsylvania,Hispanic or Latino,120207,PA,59581
508,East Los Angeles,1101,60460,49575,3.75,32.6,California,Black or African-American,119666,CA,59206
12209,Saint Louis,17060,153026,21802,2.16,35.0,Missouri,Asian,315685,MO,162659
27662,Pleasanton,2424,36662,23208,2.87,41.3,California,Asian,79519,CA,42857
1723,Gulfport,6646,33108,3072,2.54,35.1,Mississippi,Asian,71872,MS,38764
6811,Wilmington,5908,52346,7401,2.24,35.5,North Carolina,Hispanic or Latino,115947,NC,63601
9613,Centreville,3779,34749,27797,2.969999999999999,36.0,Virginia,Hispanic or Latino,71782,VA,37033
1041,Kirkland,5156,42159,18570,2.3,40.8,Washington,Black or African-American,87267,WA,45108
5631,Escondido,8110,76551,46298,3.27,33.3,California,Black or African-American,151458,CA,74907
84569,Macon,10735,71833,4846,2.46,36.0,Georgia,Black or African-American,153459,GA,81626
2887,Kennewick,5158,38492,8376,2.7800000000000002,32.0,Washington,Black or African-American,78903,WA,40411
77560,Edinburg,2409,39422,16569,3.31,29.3,Texas,White,84501,TX,45079
7571,Fishers,2469,42161,6138,2.8,34.5,Indiana,Asian,86071,IN,43910
26224,Brandon,9417,55679,16390,2.64,36.1,Florida,Hispanic or Latino,113968,FL,58289
1800,Marysville,5714,33436,7721,2.79,33.2,Washington,Black or African-American,66773,WA,33337
5957,Schenectady,3388,32398,10961,2.8200000000000003,36.7,New York,Hispanic or Latino,65299,NY,32901
15180,Columbus,21747,98785,10376,2.62,33.7,Georgia,Hispanic or Latino,200579,GA,101794
78636,Erie,7093,48618,6275,2.31,35.3,Pennsylvania,White,99470,PA,50852
47521,Kendall,1678,36658,31180,2.81,40.2,Florida,Hispanic or Latino,76466,FL,39808
58368,Albany,3643,47627,11948,2.08,32.8,New York,White,98452,NY,50825
6842,Saint Charles,4371,32054,5274,2.33,34.9,Missouri,Black or African-American,68801,MO,36747
4105,Hartford,3130,58042,28467,2.59,31.0,Connecticut,Asian,124014,CT,65972
1918,Waldorf,6932,35640,5954,2.69,33.6,Maryland,American Indian and Alaska Native,75512,MD,39872
1446,Apple Valley,5714,32873,5801,3.03,34.3,California,American Indian and Alaska Native,72185,CA,39312
1086,Danbury,3752,43435,25675,2.74,37.3,Connecticut,American Indian and Alaska Native,84662,CT,41227
99300,Jersey City,4374,131765,109186,2.5700000000000003,34.3,New Jersey,White,264277,NJ,132512
17263,Metairie,7187,69515,19871,2.39,41.6,Louisiana,Black or African-American,146458,LA,76943
3970,Rio Rancho,8527,47251,5200,2.86,38.3,New Mexico,Black or African-American,94155,NM,46904
3697,Hemet,5613,38622,13330,2.969999999999999,36.8,California,Asian,83873,CA,45251
10102,Cleveland,19849,186436,18830,2.24,36.0,Ohio,Asian,388059,OH,201623
4569,Thornton,7261,65482,17949,2.969999999999999,33.1,Colorado,Black or African-American,133459,CO,67977
56398,Columbia,5708,67686,6074,2.32,28.0,South Carolina,Black or African-American,133393,SC,65707
85505,Enterprise,7526,69146,31173,2.89,34.1,Nevada,White,135474,NV,66328
682,Macon,10735,71833,4846,2.46,36.0,Georgia,American Indian and Alaska Native,153459,GA,81626
43537,Ellicott City,3856,34406,17587,2.73,42.4,Maryland,White,70932,MD,36526
22089,Bk,4048,50405,32435,2.52,37.0,California,Hispanic or Latino,105314,CA,54909
1028148,Houston,71898,1149686,696210,2.66,32.6,Texas,Hispanic or Latino,2298628,TX,1148942
11907,Oceanside,18051,87482,37492,2.719999999999999,39.4,California,Black or African-American,175714,CA,88232
100083,Orange,3993,67337,34550,3.14,35.0,California,White,140995,CA,73658
1076,Allen,5691,60626,19652,2.67,33.5,Pennsylvania,American Indian and Alaska Native,120207,PA,59581
43330,German,2443,41115,27877,2.95,34.9,Maryland,White,84122,MD,43007
25996,Pittsburg,2109,33309,21043,3.15,34.5,California,White,69427,CA,36118
8890,New Bedford,4185,43793,19024,2.39,38.6,Massachusetts,Black or African-American,94959,MA,51166
12969,Carlsbad,6031,55119,17689,2.68,42.1,California,Hispanic or Latino,113466,CA,58347
27089,Berkeley,3736,60142,25000,2.35,32.5,California,Asian,120971,CA,60829
56431,New Britain,2219,37350,15080,2.52,33.4,Connecticut,White,72809,CT,35459
1133,Alexandria,10635,74989,44030,2.2,36.6,Virginia,American Indian and Alaska Native,153511,VA,78522
161153,Overland Park,10461,93355,21407,2.41,38.2,Kansas,White,186511,KS,93156
251,Melbourne,8363,39180,9685,2.37,43.4,Florida,American Indian and Alaska Native,80136,FL,40956
149298,Sioux Falls,8658,86596,12934,2.38,34.6,South Dakota,White,171530,SD,84934
61561,Huntsville,16637,91764,12691,2.18,38.1,Alabama,Black or African-American,189114,AL,97350
